Timestamp,X,Y,Action
1739071394.7444339,483.27734375,209.4609375
1739071394.748975,482.44921875,208.86328125
1739071394.749076,480.96484375,207.7890625
1739071394.7491488,478.46484375,206.09765625
1739071394.749206,472.3515625,202.203125
1739071394.74928,463.921875,197.90234375
1739071394.749336,453.98046875,192.24609375
1739071394.749391,446.97265625,188.09375
1739071394.7494469,443.57421875,185.3984375
1739071394.749502,439.90234375,182.36328125
1739071394.749564,438.13671875,180.20703125
1739071394.74962,437.18359375,178.74609375
1739071394.7496881,436.28515625,177.515625
1739071394.74977,435.97265625,176.421875
1739071394.7498372,435.7578125,175.72265625
1739071394.7499,435.68359375,175.28515625
1739071394.7499561,435.3828125,174.6875
1739071394.750011,435.05859375,173.87890625
1739071394.7500749,434.78125,173.1640625
1739071394.75013,434.234375,172.3046875
1739071394.750185,433.5859375,171.33203125
1739071394.750239,432.96484375,170.3984375
1739071394.750311,432.37109375,169.4765625
1739071394.750365,431.98828125,168.15625
1739071394.750428,431.52734375,167.44140625
1739071394.750486,431.40234375,167.0078125
1739071394.75054,431.40234375,166.63671875
1739071394.750595,431.40234375,166.203125
1739071394.7506618,431.40234375,165.859375
1739071394.750717,431.40234375,165.625
1739071394.750776,431.40234375,165.3515625
1739071394.7508638,431.65625,165.32421875
1739071394.7509272,431.92578125,165.05078125
1739071394.750981,431.9765625,165.05078125
1739071394.7510452,432.2109375,165.05078125
1739071394.751083,432.359375,165.05078125
1739071394.7511392,432.50390625,165.05078125
1739071394.7512,432.7734375,165.05078125
1739071394.751255,432.84375,165.05078125
1739071394.75131,433.0703125,165.05078125
1739071394.751477,433.3671875,165.06640625
1739071394.751508,434.04296875,165.46875
1739071394.7515311,434.32421875,166.03515625
1739071394.751554,434.7109375,166.515625
1739071394.751578,435.3203125,166.96484375
1739071394.751601,435.66796875,167.3125
1739071394.751622,435.88671875,167.53125
1739071394.751644,436.16015625,167.8046875
1739071394.751668,436.42578125,168.0703125
1739071394.751723,436.44140625,168.0859375
1739071394.751772,436.44140625,168.0859375,Click
