Timestamp,X,Y,Action
1739071392.898339,173.94921875,70.6484375
1739071392.898565,173.91015625,70.6484375
1739071392.8990002,202.40234375,69.6953125
1739071392.899095,286.61328125,58.33984375
1739071392.899133,428.8125,53.60546875
1739071392.899175,564.26171875,57.79296875
1739071392.8992121,682.68359375,76.07421875
1739071392.899244,782.6171875,96.515625
1739071392.899284,869.3125,119.6953125
1739071392.899316,910.62109375,132.08984375
1739071392.899348,924.49609375,137.21484375
1739071392.899379,935.00390625,141.44921875
1739071392.899421,944.953125,146.12109375
1739071392.899453,946.4296875,146.7890625
1739071392.899494,946.4296875,146.85546875
1739071392.8995252,946.0859375,147.3203125
1739071392.899557,942.52734375,148.953125
1739071392.899588,932.734375,152.95703125
1739071392.899626,916.80078125,160.64453125
1739071392.899668,894.71484375,172.046875
1739071392.899712,870.33984375,188.34765625
1739071392.899749,843.89453125,206.5859375
1739071392.899785,822.3984375,225.42578125
1739071392.899817,806.6171875,240.2578125
1739071392.899848,793.15625,250.74609375
1739071392.89988,769.21875,265.5390625
1739071392.8999171,747.79296875,273.515625
1739071392.899949,720.359375,276.00390625
1739071392.89998,684.72265625,276.30078125
1739071392.900034,646.46484375,269.91015625
1739071392.9000661,609.29296875,260.30078125
1739071392.900098,583.21484375,251.78515625
1739071392.900129,567.859375,246.75390625
1739071392.900161,547.76171875,241.06640625
1739071392.900192,534.49609375,238.3046875
1739071392.900233,524.421875,236.92578125
1739071392.900264,513.98828125,236.6640625
1739071392.900295,502.0,236.6640625
1739071392.900336,492.7109375,236.6640625
1739071392.900368,482.73046875,236.6640625
1739071392.9003992,472.80078125,236.52734375
1739071392.9004328,464.07421875,235.47265625
1739071392.900466,457.75390625,233.26953125
1739071392.900497,453.1875,230.37890625
1739071392.904552,446.14453125,217.53125
1739071392.921226,446.14453125,215.88671875
1739071392.9378319,446.14453125,215.1015625
1739071392.9547079,446.14453125,214.23828125
1739071392.9710772,446.67578125,213.46875
1739071392.9879549,447.62109375,212.8359375
1739071393.004423,448.53125,212.2265625
1739071393.021236,450.01953125,211.12109375
1739071393.037656,451.796875,210.34375
1739071393.05474,454.484375,208.6875
1739071393.0710359,458.0234375,207.50390625
1739071393.088537,462.42578125,206.6015625
1739071393.104346,469.26171875,205.7890625
1739071393.121519,473.9140625,205.56640625
1739071393.138294,478.20703125,205.56640625
1739071393.154986,481.8046875,205.56640625
1739071393.171414,484.0546875,205.56640625
1739071393.188035,484.76171875,205.57421875
1739071393.20468,485.47265625,205.8203125
1739071393.2214131,485.82421875,205.984375
1739071393.2381382,485.984375,206.08984375
1739071393.254961,486.25390625,206.26171875
1739071393.271561,486.3515625,206.26171875
1739071393.288162,486.5234375,206.26171875
1739071393.305013,486.59375,206.4609375
1739071393.3216581,486.59375,206.50390625
1739071393.3380291,486.60546875,206.515625
1739071393.35504,486.87109375,206.78125
1739071393.3713222,486.87109375,206.82421875
1739071393.3879192,486.87109375,207.0625
1739071393.4046662,486.87109375,207.33984375
1739071393.4213812,486.87109375,207.60546875
1739071393.4381702,486.87109375,207.703125
1739071393.4549792,486.66796875,207.703125
1739071393.471811,486.390625,207.703125
1739071393.4879801,486.09375,207.98046875
1739071393.504409,486.0625,207.98046875
1739071393.521194,485.8203125,208.0546875
1739071393.538687,485.515625,208.35546875
1739071393.554654,485.26953125,208.50390625
1739071393.5716841,485.16796875,208.50390625
1739071393.588405,484.109375,209.03125
1739071393.604821,483.91015625,209.09375
1739071393.6226351,483.6640625,209.09375
1739071393.638185,483.6484375,209.09375
1739071393.638474,483.6484375,209.09375,Click
